,full_text
263,"['anies', 'levelnya', 'ketua', 'demo', 'protes', 'trus', 'tp', 'ga', 'ngerti', 'mssalah']"
264,"['wow', 'ini', 'benar']"
265,"['amin', 'doa', 'khusus', 'hari', 'jumat', 'segala', 'hajat', 'terkabul', 'gacoan', 'daesang', 'semalem', 'surabaya', 'ordal', 'anies', 'adidas', 'karina', 'kodai']"
266,"['w45it', 'jangan', 'ikut', 'main']"
267,"['kalau', 'dibaca2', 'baik', 'tetep', 'keputusan', 'tangan', 'presiden', 'aku', 'percaya', 'pak', 'anies', 'bakalan', 'melakukan', 'merugikan', 'masyrakat', 'golongan', 'tertentu', 'tidak', 'terbukti', 'jkt', 'di', 'jkt', 'dia', 'mendukung', 'minoritas', 'membuat', 'yang', 'lain', 'emosi', 'menolak', 'adem', 'fakta']"
268,"['andaikan', 'partaimu', 'bergabung', 'anies', 'kicauanmu', 'seperti', 'juga', 'sakit', 'hati', 'dititidakl']"
269,"['klo', 'mau', 'debatkan', 'ini', 'panjang', 'akhirnya', 'lu', 'nyalahin', 'karna', 'lu', 'pendukung', 'anies', 'masalah', 'penegakan', 'hukum', 'semraut', 'gw', 'apresiasi', 'koq', 'pernyataan', 'anies', 'klo', 'penegakkan', 'hukum', 'masih', 'kacau', 'arahnya', 'kan', 'bukan', 'kesana']"
270,"['4p4r4t', 'ikut', 'memenangkan']"
271,"['semenjak', 'ngetwit', 'anies', 'followes', 'gue', 'udah', 'nambah', '3000', 'gimana', 'dong']"
272,"['pilpres', '2024', 'tidak', 'memilih', 'subianto', 'pranowo', 'anies', 'baswedan', 'saya', 'tidak', 'golput', 'bingung', 'tah', 'ora', 'kowe']"
273,"['anies', 'debat', 'pertama', 'ngomong', 'ngelantur', 'data', 'salah', 'semua']"
274,"['bukan', 'masalah', 'tapi', 'perlu', 'dikaji', 'ulang', 'masih', 'perlu', 'atau', 'tidak', 'capres', 'punya', 'skala', 'prioritas', 'nanti', 'terpilih', 'apa', 'dulu', 'mana', 'dulu', 'perlu', 'diperbaiki', 'ini', 'anies', 'ikn', 'menjadi', 'prioritas', 'masih', 'banyak', 'permasalahan']"
275,"['link', 'anti', 'rungkad', 'olivia', 'daesang', 'gacoan', 'batter', 'up', '100m', 'views', 'gempa', 'surabaya', 'anies', 'dana', '40', 'hari', 'first', 'lady', 'pilihan', 'terbaik']"
276,"['pak', 'anies', 'sdh', 'besar', 'jadi', 'gubernur', 'belimbing', 'sayur', 'membesarkan', 'siapa']"
277,"['komunikasi', 'ab', 'sangat', 'lancar', 'dengan', 'teuku', 'umar', 'selalu', 'terkendala', 'misalnya', 'kena', 'covid', 'sebagainya', 'diam', 'tak', 'respons', '15', 'juni', '2022', 'nasdem', 'mengumumkan', 'tiga', 'nama', 'calon', 'presiden', 'no', '1', 'anies', 'no', '2', 'andika', 'no', '3']"
278,"['koleksi', 'kendaraan', 'capres', 'termiskin', 'anies', 'baswedan', 'vs', 'capres', 'terkaya', 'subianto']"
279,"['mantap', 'sih', 'pak', 'anies', 'sejauh', 'membatidakkan']"
280,"['katanya', 'pendukung', 'anies', 'cerdas2']"
281,"['krn', 'abud', 'anies', 'mengklaim', 'bangun', 'banyak', 'gereja', 'cek', 'fakta', 'kok', 'sara']"
282,"['sebagai', 'warga', 'jakarta', 'kok', 'malah', 'merasakan', 'sebaliknya', 'yaanies', 'jelas', 'membawa', 'jakarta', 'jauh', 'lebih', 'baik', 'dibanding', 'gubernur', 'sebelumnya']"
283,"['uas', 'klo', 'tahu', 'jejak', 'digital', 'anies', 'waktu', 'wawancara', 'dgn', 'najwa', 'shihabselama', 'pak', 'nyapres', 'tdk', 'nyapresdan', 'keterangan', 'dr', 'ortu', 'masalah', 'kematian', 'bocil', 'umur', '15thn', 'tdk', 'benar', 'mosok', 'sih', 'uas', 'mendukung']"
284,"['mas', 'daniel', 'mas', 'daniel', 'soal', 'pinang', 'anies', 'jadi', 'gubernur', 'disinggung2', 'giliran', 'disinggung', 'korban', 'nyawa', 'atas', 'kalahnya', 'mas', 'bowo', '2019', 'kok', 'keluar', 'ucapan', 'sampah', 'mau', 'cuci', 'tangan']"
285,"['mas', 'infonya', 'dong', 'desak', 'anies', 'semarang', 'd']"
286,"['sbrnarna', 'menarik', 'tim', 'aniespenasehat', 'ad', 'ketua', 'pemuda', 'pancasila', 'taon', '2019', 'pro', 'jokowiada', 'anggota', 'bravo', 'besutan', 'luhutmantan', 'menteri', 'agama', 'resuffle', 'fahrur', 'rozi', 'bhkn', 'baru2', 'bilang', 'tekan', 'bubarin', 'fpi', 'mkanya', 'di', 'resuffleemng', 'politik', 'berubah', 'arah', 'dlam', 'sekejap']"
287,"['capres', 'latidakr', 'ham', 'udh', 'tua', 'spt', 'anak', 'kecil', 'suka', 'joged', 'marah', 'cawapres', 'ilega', 'belimbjng', 'karbitan', 'bocil']"
288,"['terbuka', 'aja', 'anies', 'imin', 'siapa', 'aja', 'mau', 'dukung', 'gas']"
289,"['benar', 'pak', 'anies', 'kalo', 'ditatidakpi', 'makin', 'besar', 'kepala', 'si', 'fahri']"
290,"['dibuka', '6000', 'kuota', 'jadi', 'saksi', 'tps', 'terdekat', 'rumahmu', 'pemilu', '14', 'februari', '2024', 'mendatang', 'syarat', '1', 'punya', 'ktp', 'kab', 'bogor', 'benefit', '1', 'fee', 'saksi', '2', 'asuransi', 'jiwa', 'amp', 'kecelakaan', '3', 'info', 'wa', '62', '895630988838', 'izz', 'anies', 'saksi', 'tps']"
291,"['ditanyakan', 'desak', 'anies', 'selanjutnya']"
292,"['pilgub', '2017', 'anies', 'jadi', 'gelandangan']"
293,"['gw', 'lebih', 'bersyukur', 'ga', 'jadi', 'milih', 'anies', 'jd', 'nya', 'golput', 'much', 'better', 'jd', 'nya', 'milih', '02', 'wkwk']"
294,"['no', '1', 'for', 'anies', 'baswedan', 'bismillah', 'semoga', 'allah', 'memberikan', 'kekuatan', 'sangat', 'dasyat']"
295,"['ndre', 'otakmu', 'trnyata', 'cekak', 'jg', 'rupanya', 'apa', 'nunggu', 'mati', 'dl', 'br', 'anies', 'nyapreslah', 'sj', 'serakah', 'dn', 'ambisiusnya', 'klewatan', 'sdh', 'kalah', '4x', 'nyapres', 'msh', 'ambisi', 'nyapres', 'lg', 'lo', 'kira', 'indonesia', 'tdk', 'orang', 'pintar', 'mlh', 'gibran', 'bau', 'kencur', 'latidakr', 'konstitusi', 'kau', 'diam']"
296,"['suruh', 'aja', 'ungkap', 'didebat', 'kedua', 'didepan', 'anies', 'biar', 'aemua', 'tau', 'kebenaran', 'nya', 'berani', 'gak', 'kalau', 'anies', 'bicara', 'beberapa', 'kali', 'itu']"
297,"['misal', 'nih', 'misal', 'pak', 'nyalon', 'presiden', '7x', 'trus', 'kapan', 'pak', 'anies', 'nyalonin', 'presidennya', 'bukannya', 'janji', 'pak', 'anies', 'gak', 'nyalon', '2019', 'emang', 'berlaku', 'seumur', 'hidup']"
298,"['anies', 'mentri', 'dipecat', 'gubernur', 'gagal', 'banyak', 'kasus', 'apbd', 'lebih', 'pinter', 'omong', 'ga', 'kerja', 'daesang', 'gacoan']"
299,"['pernah', 'sia', 'sia', 'semua', 'perjuangan', 'pak', 'anies']"
300,"['mungkin', 'inilah', 'dimaksud', 'anies', 'ordal', 'surat', 'benar', 'pak', 'menag', 'kalau', 'benar', 'koq', 'gini']"
301,"['ulama', 'a', 'b', 'c', 'santrinya', 'deklarasi', 'dukung', 'yes', 'makin', 'byk', 'dukung', 'tak', 'terbendung', 'ulama', 'd', 'e', 'f', 'deklarasi', 'dukung', 'yes', 'satu', 'putaran', 'itjima', 'ulama', 'uas', 'dukung', 'anies', 'politik', 'identitas', 'senyumin', 'aja']"
302,"['di', 'permasalahin', 'omongannya', 'anies', 'bilang', 'selama', 'pak', 'mencalonkan', 'presiden', 'maju', 'pilpres', 'saya', 'tidak', 'mau', 'mengkhianati', 'pak', 'amp', 'knp', 'skrg', 'malah', 'maju', 'pilpres', 'brg', 'janjinya', 'mana', 'gamau', 'maju', 'pilpres', 'ada', 'maju', 'pilpres']"
303,"['waktu', 'hrs', 'dukung', 'anies', 'jakarta', 'gitu', 'saat', 'jakarta', 'jadi', 'menakutkan', 'anies', 'malah', 'beberapa', 'kali', 'datang', 'meresmikan', 'gereja']"
304,"['sp', 'kedua', 'kau', 'jadi', 'capres', 'ketiga', 'kau', 'jadi', 'gubernur', 'anies', 'baswedan', 'ab', 'siap', 'bang', 'apapun', 'pilihannya', 'sp', 'kita', 'salaman', 'sp', 'ab', 'salaman', 'sejak', 'gondangdia', 'menjalin', 'komunikasi', 'ab', 'kemudian', 'berusaha', 'menjangkau', 'pdip', 'pranowo']"
305,"['kan', 'pernyataan', 'anis', 'pilpres', '2019', 'anies', 'menjabat', 'gubernur', 'saat', 'saya', 'pendukung']"
306,"['habis', 'bikin', 'polling', 'trus', 'gali', 'kubur', 'sendiri', 'sekarang', 'kumat']"
307,"['bukan', 'menuding', 'ikuti', 'vidwo', 'die', 'bat', 'baik', 'biar', 'ga', 'gagal', 'fokus', 'anies', 'pak', 'bilang', 'saya', 'kalo', 'g', 'kuat', 'selamat', 'bagai', 'oposisi', 'berarti', 'bilang', 'pak', 'sendiri', 'ko', 'marah']"
308,"['maluuu', 'yaa', 'mett', 'emmng', 'begonoo', 'melet2koq', 'nyalahin', 'pendukung', 'anies', 'uda', '4', 'kali', 'nyalonin', 'loch', 'hetrik', 'aj', '3', 'broww', 'omgggggg']"
309,"['biarpun', 'habib', 'rizieq', 'gak', 'jadi', 'dukung', 'anies', 'mereka', 'tetap', 'gak', 'milih', 'anies', 'preketek', 'gombal', 'mukiyo']"
310,"['andre', 'tanya', 'apa', 'gak', 'sadar', 'bawasannya', 'rakyat', 'indonesia', 'mayoritas', 'suka', 'sama', 'kalau', 'probowo', 'cerdas', 'punya', 'moral', 'akhlak', 'etika', 'jadi', 'pengkhianat', 'kemarin', 'keluar', 'kabinet', 'mau', 'nyapres', 'wakilnya', 'anies', 'in', 'sya', 'allah', 'jadi', 'presiden']"
311,"['beberapa', 'lembaga', 'survey', 'bayar', 'hasilnya', 'memenangkan', 'sedemikian', 'hebatnya', 'mentekel', 'anies', 'dgn', 'berbagai', 'cara', 'licik', 'padahal', 'bakal', 'kalah', 'lambaga', 'survey', 'mereka']"
312,"['smenjak', 'pak', 'prabs', 'milih', 'gibran', 'jdi', 'wakil', 'lgsg', 'mikir2', 'lgi', 'utk', 'milih', 'siapa', 'pasca', 'debat', 'kepikiran', 'buat', 'milih', 'pak', 'anies', 'deh', 'eh', 'nongol', 'brita', 'ginian', 'auto', 'fix', 'ga', 'pilih', 'kalo', 'partai', 'banteng', 'sih', 'emg', 'udh', 'cape', 'aja', 'ama', 'tingkah', 'nyonya', 'besar', 'nya']"
313,"['jelas', 'anies', 'rasyid', 'baswedan', 'in', 'the', 'best']"
314,"['gimana', 'dah', 'mulai', 'bener', 'artinya', 'survey', 'lapangan', 'anies', 'sedang', 'meroket']"
315,"['sesungguhnya', 'maxwin', 'hanya', 'orang', 'orang', 'selalu', 'mencoba']"
316,"['ngoceh2', 'politik', 'identitas', 'pak', 'anies', 'orang2', 'kafir', 'bodoh', 'sangat', 'bodoh', 'takut', 'pak', 'anies', 'jadi', 'presiden', 'krn', 'islamophobia', 'israel', 'minded', 'padahal', 'pendeta', 'pastornya', 'mengakui', 'pluralitas', 'integritas', 'pak', 'anies', 'dijakarta', 'pasti', 'neo', 'komunis', 'main']"
317,"['anies', 'emng', 'gag', 'level', 'sama', 'penjilat', 'kekuasaan', 'sorry', 'ye', 'sorry', 'ye']"
318,"['aku', 'suka', 'part', 'cak', 'imin', 'dibelakang', 'kayaknya', 'on', 'set', 'mau', 'barengan', 'ma', 'anies', 'soal', 'gerakan']"
319,"['bentar', 'belajar', 'sama', 'anies', 'bang']"
320,"['dulu', 'abang', 'melawan', 'ketidakadilan', 'hukum', 'krn', 'dipecat', 'partainya', 'alasan', 'gua', 'ikut', 'bela', 'krn', 'benar', 'skrg', 'malah', 'mendukung', 'hasil', 'pelatidakran', 'hukum', 'etika', 'gua', 'ikut', 'membela', 'benar', 'kurang', 'tegas', 'apa', 'coba', 'sikap', 'gua', 'dlm', 'memegang', 'teguh', 'supremasi', 'hukum']"
321,"['krn', 'jg', 'sempet', 'datengin', 'markas', 'fpi', 'n', 'trnyt', 'abis', 'menang', 'pidato', 'pribumi', 'menang', 'yes', 'ma', 'dijadiin', 'wapres', 'is', 'shit', 'jkw', 'dateng', 'k', '212', 'is', 'also', 'shit', 'prabs', 'dluan', 'bawa2', 'politik', 'identitas', 'pemilu', '2014', 'is', 'also', 'shit', 'tp', 'anies', 'kena', 'konsekuensi', 'ride', 'the', 'wave', 'terima', 'aj', 'knp']"
322,"['sih', 'mudah', 'saya', 'pilih', 'kok', 'selama', 'pks', 'mendukung', 'anies', 'anies', 'didukung', 'pa', '212']"
323,"['ulama', 'tokoh', 'agama', 'semua', 'agama', 'apa', '1', 'agama', 'aja', 'god', 'mau', 'org', 'bilang', 'pilih', 'anies', 'gausa', 'takut', 'sm', 'pk', 'pk', 'kecil2', 'tp', 'serem', 'bat', 'anjer', 'aneh', 'isinya']"
324,"['kata', 'siapa', 'modali', 'anies', 'ndre', 'anies', 'sampai', 'berhutang', 'lho', 'seseorang', 'bisa', 'maju', 'pilgub', 'untungnya', 'menang', 'jadi', 'lunas', 'gk', 'perlu', 'kembalikan', 'hutang', 'modali', 'jokowi', '2012']"
325,"['faktanya', 'kalimat', 'pak', 'anies', 'sllu', 'paling', 'efisien', 'segi', 'efisiensi', 'waktu', 'kepadatan', 'informasi']"
326,"['lo', 'siapa', 'berani', 'bilang', 'sekelas', 'firli', 'ngak', 'membuktikan', 'anies', 'korupsi', 'malah', 'firli', 'terbukti', 'korupsi', 'kamu', 'belajar', 'dulu', 'benar', 'nak']"
327,"['dulu', 'simpatitapi', 'berulang', 'kali', 'merendahkan', 'pak', 'anies', 'baswedan', 'akhirnya', 'ambil', 'kesimpulan', 'orang', 'ambisius', 'segala', 'cara', 'dilakukan', 'jadi', 'presiden']"
328,"['pinter', 'retorika', 'bagus', 'bangdan', 'semu', 'orang', 'jadi', 'positif', 'titidakl', 'ragu', 'suruh', 'cek', 'faktanya', 'apa', 'sdh', 'disampaikanjadi', 'pak', 'anies', 'retorikanya', 'titidakl', 'timses', 'menjelaskan', 'faktanya']"
329,"['imigran', 'bermimpi', 'menjadi', 'ratu', 'pernah', 'menang', 'politik', 'identitas']"
330,"['hoax', 'fakta', 'ucapan', 'anies', 'soal', 'sosok', 'harun', 'bocah', 'smp', 'jadi', 'korban', 'kerusuhan', 'herannya', 'akun2', 'besar', 'pendukung', 'anies', 'ikut', 'framing', 'pembenaran', 'angin', 'bisikan', 'info', 'fakta', 'buat']"
331,"['hrs', 'dukung', 'aniesmuhaimin', 'pilpres', '2024', 'dinamis', 'hanya', 'milik', 'insan', 'politik', 'kalau', 'berpolitik', 'bilang', 'berpolitik', 'usah', 'hipokrit']"
332,"['jawab', 'anies']"
333,"['kedepannya', 'pak', 'ga', 'usah', 'ikut', 'debat', 'ga', 'usah', 'memaksakan', 'diri', 'kira', 'ga', 'datang', 'ga', 'didiskualifikasi', 'tema', 'debatnya', 'berat', 'bidangnya', 'pak', 'anies', 'bukan', 'masalah', 'pak', 'bakal', 'babak', 'belur', 'pendukungnya', 'cengeng', 'baperan']"
334,"['sama', 'visi', 'misi', 'nya', 'taro', 'lah', 'visi', 'misi', 'cuman', 'janji', 'kampanye', 'belaka', 'tp', 'gua', 'visi', 'misi', 'paling', 'realistis', 'paling', 'detail', 'gua', 'suka', 'anies', 'gak', 'takut', 'buat', 'open', 'diskusi']"
335,"['klo', 'paslon', '1', 'gua', 'gabisa', 'banyak', 'komen', 'buat', 'muhaimin', 'banyak', 'isu', 'itu', 'tunggu', 'aja', 'debat', 'cawapres', 'besok', 'cuman', 'makin', 'sini', 'kalo', 'liat', 'pemaparan', 'anies', 'gua', 'makin', 'setuju', 'sama', 'jalan', 'pemikiran', 'nya', 'dan']"
336,"['gue', 'yakin', 'bgt', 'kedepan', 'nya', 'pak', 'anies', 'membawa', 'banyak', 'perubahan', 'sih']"
337,"['desak', 'anies', 'salah', 'satu', 'event', 'paling', 'bagus', 'masa', 'pilpres', 'sekarang']"
338,"['mohon', 'jgn', 'pak', 'anies', 'kasihan', 'kalo', 'di', 'bina', 'maksud', 'di', 'binasakan']"
339,"['justru', 'kalo', 'dibanding', 'fh', 'anies', 'sepele', 'tentang', 'kebebasan', 'berfikir', 'soal', 'ilmu', 'politik', 'lapangan', 'cuma', 'fh', 'kalah', 'pamor', 'aja']"
340,"['gimana', 'emang', 'pak', 'anies', 'paling', 'terdepan']"
341,"['apa', 'di', 'sampaikan', 'pak', 'anies', 'semua', 'fakta', 'bukan', 'retorika']"
342,"['salut', 'gak', 'sih', 'lo', 'pak', 'anies', 'gak']"
343,"['anies', 'buat', 'pembangunan', 'mana', 'mana']"
344,"['subhanallah', 'allahu', 'akbar', 'makin', 'mantap', 'pilih', 'pak', 'anies']"
345,"['bang', 'andre', 'tidak', 'beretika', 'angkuh', 'klaim', 'anies', 'jadi', 'gub', 'dki', 'gerindra', 'menapikan', 'jasa', 'jasa', 'partai', 'relawan2', 'rakyat', 'dki', 'yakin', 'kalau', 'gerindra', 'sendiri', 'ngusung', 'anies', 'gak', 'jadi']"
346,"['pengamat', 'terlalu', 'mamaksakan', 'pdhl', 'sebaliknya', 'pak', 'anies', 'sebut', 'situasi', 'demokrasi', 'skrg', 'sgt2', 'memprihatinkan', 'ee', 'pakwo', 'ngamuk2', 'sampe', 'nunjuk2', 'pak', 'anies', 'belain', 'jokowi', 'aneh', 'aja', 'd', 'panggung', 'debat', 'buat', 'tp', 'kampanyekan', 'jokowi', 'terus', 'kan', 'ajaib', 'bgt', 'kan']"
347,"['anies', 'datang', 'menemui', 'surya', 'paloh', 'dua', 'tiga', 'petinggi', 'nasdem', 'lainnya', 'menemani', 'salah', 'satunya', 'bercerita', 'saya', 'mengenai', 'momen', 'surya', 'paloh', 'sp', 'nies', 'abang', 'punya', 'tawaran', 'untukmu', 'demi', 'bangsa', 'negara', 'pertama', 'kau', 'jadi', 'cawapres', 'jadi', 'capres']"
348,"['bjirrrr', 'udah', 'kek', 'buzzernya', 'anies', 'nih', 'aku', 'wkwkwk']"
349,"['anies', 'cuma', 'ngomong', 'doang']"
350,"['cuma', 'takutnya', 'pdip', 'suka', 'mencampuri', 'klo', 'pilih', 'anies', 'like', 'are', 'you', 'really', 'sure', 'tu', 'konteksnya', 'presiden', 'lho', 'urusannya', 'bukan', 'cuma', 'indonesia', 'juga', 'dunia', 'gwe', 'jujur', 'kurang', 'yakin', 'sih', 'sama', 'anies', 'kurang', 'cakap', 'omong', 'doang']"
351,"['anies', 'lucu', 'sok', 'sok', 'ngomongin', 'oposisi', 'jadi', 'oposisi', 'partai', 'dukung', 'koalisi', 'pemerintah', 'semua', 'sok', 'sok', 'ngomongin', 'demokrasi', 'pernah', 'jadi', 'kader', 'partai', 'berporses', 'partai', 'blm', 'omongan', 'nya', 'muter', 'kelakuan', 'nya', 'stag', 'gak', 'berubah', 'pragmatis']"
352,"['menurutku', 'aneh', 'orang2', 'dekat', 'termasuk', 'kader2', 'partai', 'membantah', 'penjelasan', 'disampaikan', 'anies', 'debat', 'capres', 'sesi', 'pertama', 'apa', 'apakah']"
353,"['yaa', 'kan', 'video', 'diliat', 'paham', 'etidak', 'jobdesknya', 'anies', 'kan', 'cuma', 'dijakarta', 'bukan', 'jabar', 'banten', 'sekitarnya', 'minimal', 'kalo', 'ga', 'ngerti', 'gausah', 'keras', 'kepala', 'gitu', 'loh']"
354,"['swing', 'voter', 'berhasil', 'dipengaruhi', 'melalui', 'debat', 'pertama', 'pilpres', '2024', 'tag', 'olivia', 'daesang', 'gacoan', 'batter', 'up', '100m', 'views', 'gempa', 'surabaya', 'anies', 'dana', '40', 'hari', 'first', 'lady', 'pilihan', 'terbaik']"
355,"['setauku', 'anies', 'emang', 'konstan', 'pakai', 'pendukung', 'orangorang', 'buat', 'dapetin', 'suara', 'banyak', 'pas', 'eksekusinya', 'ga', 'sesuai', 'sama', 'ideologi', 'orangorang']"
356,"['wah', 'jgn', 'pilih', 'kasih', 'gitu', 'dong', 'masak', 'cuma', 'ama', 'satu', 'aliran', 'agama', 'aja', 'ama', 'aliran', 'agama', 'lain', 'dong', 'biar', 'makin', 'toleran', 'kan', 'semua', 'aliran', 'agama', 'perlu', 'diperhatikan', 'kan', 'bapak', 'anies']"
357,"['siapa', 'bilang', 'nurun', 'ad', 'pindah', 'haluan', 'sih', 'tpi', 'basis', 'suara', 'ahokers', 'tpi', 'nambah', 'suarany', 'dong', 'militan', 'akar', 'rumput', 'islam', 'konservatif', 'itu', 'trbagi', 'seluruh', 'indonesia', 'kmrin', 'uas', 'udah', 'prnyataan', 'skap', 'makin', 'nambah', 'suara', 'anies', 'nurun', 'cma', 'suara', 'non', 'muslim', 'komunis']"
358,"['bahan', 'etidakk', 'nder', 'tergantung', 'sikap', 'jokowi', 'ntar', 'gimana', 'kalau', 'mega', 'sakit', 'hati', 'keknya', 'langsung', 'allin', 'anies']"
359,"['yusuf', 'martak', 'dkk', 'anies', 'bukan', 'siapasiapa', 'sebagian', 'besar', 'pendukung', 'anies', 'dari', 'kelompok', 'islam', 'politik']"
360,"['menegaskan', 'pemberantasan', 'korupsi', 'tidak', 'cukup', 'kata', 'kata', 'perlu', 'tindakan', 'tag', 'olivia', 'daesang', 'gacoan', 'batter', 'up', '100m', 'views', 'gempa', 'surabaya', 'anies', 'dana', '40', 'hari', 'first', 'lady', 'pilihan', 'terbaik']"
361,"['anak', 'bersekolah', 'smp', 'paham', 'apa', 'yang', 'disampaikan', 'anies', 'baswedan', 'kalau', 'mau', 'tanya', 'akan', 'tunjukkan', 'anda']"
362,"['melibatkan', 'masyarakat', 'pengambilan', 'kebijakan', 'merupakan', 'ciri', 'penerapan', 'demokrasi', 'ala', 'tag', 'olivia', 'daesang', 'gacoan', 'batter', 'up', '100m', 'views', 'gempa', 'surabaya', 'anies', 'dana', '40', 'hari', 'first', 'lady', 'pilihan', 'terbaik']"
363,"['hari', 'pak', 'anies', 'baswedan', 'berkumpul', 'bersama', 'temanteman', 'disabilitas', 'acara', 'diskusi', 'santai', 'disabilitas', 'sejabodetabek']"
364,"['berhasil', 'meningkatkan', 'elektabilitasnya', 'capres', '2024', 'lewat', 'debat', 'pertama', 'tag', 'olivia', 'daesang', 'gacoan', 'batter', 'up', '100m', 'views', 'gempa', 'surabaya', 'anies', 'dana', '40', 'hari', 'first', 'lady', 'pilihan', 'terbaik']"
365,"['pengamat', 'politik', 'memberikan', 'nilai', '70', 'penjabarannya', 'sangat', 'ringkas', 'jelas', 'tag', 'olivia', 'daesang', 'gacoan', 'batter', 'up', '100m', 'views', 'gempa', 'surabaya', 'anies', 'dana', '40', 'hari', 'first', 'lady', 'pilihan', 'terbaik']"
366,"['mengerti', 'maksud', 'angin', 'disampaikan', 'anies', 'saja', 'menutup', 'pikiran', 'malah', 'membodohkan', 'diri', 'memilih', 'mengerti', 'maksud', 'tersebut']"
367,"['sesungguhnya', 'maxwin', 'hanya', 'orang', 'orang', 'selalu', 'mencoba']"
368,"['celana', 'panjang', 'bahan', 'wanita', 'harem', 'baggy', 'pants', 'murah', 'dapatkan', 'cashback', '40', 'shopee', 'video', 'anies', 'gacoan', 'daesang', 'gempa', 'ayo', 'lihat', 'videoku', 'shopee', 'video']"
369,"['kl', 'tanya', 'sm', 'anies', 'dipancing', 'dl', '11', 'brp', 'pak', 'kl', 'jwb', '2', 'lanjut', 'pertanyaan', 'berikutnya', 'setuju', 'tidak', 'ikn', 'kl', 'muter', 'lg', 'jwbn', 'nya', 'diulang', 'ke', 'pertanyaan', 'awal', 'ulang', 'terus', 'sampe', 'benar', 'menjawabnya']"
370,"['lalu', 'apa', 'urusannya', 'anies', 'dipinang', 'nasdem', 'sbg', 'bacapres', 'pamit', 'kpd', 'janji', 'anies', 'lunas', 'dilaksanakan', 'janji', 'itu', 'utk', 'kontestasi', '2019', 'sudah', 'dibuktikan', 'anies', 'tdk', 'ikut', 'berkontestasi', 'pd', '2019', 'lalu', 'urusannya', 'apa', 'dg', '2024', 'anies', 'hrs', 'pamit', 'mikir']"
371,"['isu', 'penarikan', 'menteri', 'pendukung', 'anies', 'kabinet', 'jokowi', 'penjelasannya']"
372,"['skrg', 'abdul', 'somad', 'dipake', 'pak', 'anies']"
373,"['menghilangkan', 'rekam', 'jejak', 'anies']"
374,"['nah', 'disini', 'anies', 'sbg', 'ketua', 'bijak', 'memberikan', 'solusi', 'kebersihan', 'lingkungan', 'menjadi', 'tanggungjawab', 'bersama', 'bisa', 'tergantung', 'satu', 'rumah', 'sementara', 'rumah', 'tdk', 'menjaga', 'kebersihan']"
375,"['jadi', 'anies', 'krn', 'angin', 'tdk', 'punya', 'ktp', 'setiap', 'wilayah', 'hendaknya', 'punya', 'monitor', 'polusi', 'udara', 'canggih', 'bisa', 'mendeteksi', 'sumber', 'pergerakan', 'angin']"
376,"['wkwkww', 'narasinya', 'salah', 'anies', 'gagal', 'konvensi', 'demokrat', 'ambil', 'jokowi', 'jubir', 'diangkat', 'mendikbud', 'buang', 'jokowi', 'kemudian', 'daftar', 'pilkada', 'minta', 'bantuan', 'gerindra', 'jadi', 'gubernur', 'selesai', 'jabatan', '5', 'tahun', 'diambil', 'sp', 'buat', 'capres', 'gak', 'berkhianatnya', 'deh']"
377,"['bener', 'kan', 'jadinya', 'dibilang', 'pak', 'anies', 'wkwk', 'nyalahin', 'angin', 'dikasus', 'wajar', 'tembak', 'menembak', 'nyalahin', 'angin', 'laen']"
378,"['berpartnerlah', 'orang', 'mau', 'diajak', 'bicara', 'anies']"
379,"['merka', 'mengatidakp', 'kontrak', 'politik', 'selamanya', 'selama', 'pak', 'capres', 'trs', 'gak', 'tau', 'smpe', 'kapan', 'kan', 'jdnya', 'wajar', 'lah', 'berasumsi', 'heheh', 'kasian', 'sbnrnya', 'sih', 'dilihat', 'selurh', 'rkyat', 'indonesia', 'jdi', 'bulann', 'anies', 'jd', 'akan', 'menyerang', 'karakter', 'menyerang', 'pribadi', 'krn', 'minim', 'gagasn']"
380,"['jadi', 'yah', 'intinya', 'fasilitas', 'ikn', 'dimanfaatin', 'buat', 'seluruh', 'masyarakat', 'indonesia', 'gacoan', 'ginting', 'olivia', 'gempa', 'daesang', 'anies', 'molly', 'surabaya', 'ahok', 'bangtan', 'debut']"
381,"['ancritga', 'level', 'dunia', 'politik', 'lu', 'pak', 'anies', 'dah', 'kebaca', 'depan', 'mata', 'klo', 'lu', 'ga', 'bakal', 'jadi', 'calo']"
382,"['prime', 'video', 'murah', 'kodai', 'uncrush', 'putus', 'angin', 'surabaya', 'pagii', 'semalem', 'anies', 'karina', 'daesang', 'olivia', 'gacoan']"
383,"['wah', 'keren', 'nih', 'dukung', 'sama', 'ustad', 'uas', 'pak', 'anies', 'pasti', 'menang', 'telak']"
384,"['ooh', 'jadi', 'anies', 'punya', 'rencana', 'menjarain', 'pejabat', 'pejabat', 'era', 'jokowi', 'kalau', 'menang', 'jadi', 'presiden', 'thanks', 'infonya']"
385,"['prediksi', 'togel', 'texas', '4d', '15', 'desember', '2023', 'angka', 'main', '7', '0', '8', '1', '5', 'cb', '2d', '5', 'amp', '8', '4d', '1580708150780851', '3d', '170817107708081', '2d', '818008107871', 'shio', 'ular', 'twins', '88']"
386,"['punya', 'prinsip', 'baik', 'koq', 'disebut', 'sombong', 'ngaji', 'lg', 'sana']"
